date,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
12-05,44.7,54.6,57.6,49.6,62.5,65.2,42.5,52.4,32.6,70.9,38.3,,32.6,38.3,44.7,57.6,65.2,70.9,52.4
12-06,45.0,54.3,57.3,50.4,62.1,65.0,43.7,52.7,32.7,70.0,38.1,,32.7,38.1,45.0,57.3,65.0,70.0,52.7
12-07,45.0,54.3,57.2,50.1,62.0,58.1,43.4,52.7,32.3,66.7,38.6,,32.3,38.6,45.0,57.2,62.0,66.7,52.7
12-08,44.6,54.2,57.5,50.5,62.5,56.3,43.3,52.7,31.2,61.6,38.5,,31.2,38.5,44.6,56.3,61.6,62.5,52.7
12-09,44.3,54.8,56.7,50.3,61.5,55.9,43.0,53.1,30.8,48.5,38.5,,30.8,38.5,44.3,54.8,56.7,61.5,50.3
12-10,44.0,54.4,55.2,49.1,62.2,54.7,43.1,53.4,30.7,46.8,38.1,,30.7,38.1,44.0,54.4,55.2,62.2,49.1
12-11,44.3,53.4,55.4,49.6,62.0,53.6,43.0,53.8,30.6,46.0,37.9,,30.6,37.9,44.3,53.6,55.4,62.0,49.6
12-12,43.9,53.7,57.3,50.6,61.7,51.7,42.7,53.4,30.5,45.5,37.7,,30.5,37.7,43.9,53.4,57.3,61.7,50.6
12-13,44.3,53.3,56.4,50.7,61.3,51.2,42.0,54.1,30.3,45.8,37.8,,30.3,37.8,44.3,53.3,56.4,61.3,50.7
12-14,44.4,53.2,56.9,50.3,61.6,50.7,42.1,54.3,30.0,45.7,37.9,,30.0,37.9,44.4,53.2,56.9,61.6,50.3
12-15,44.0,52.8,55.4,50.6,61.1,51.3,41.4,54.4,30.0,45.4,38.0,,30.0,38.0,44.0,52.8,55.4,61.1,50.6
12-16,44.3,52.7,56.1,50.3,61.8,50.5,41.1,54.5,29.9,45.6,37.8,,29.9,37.8,44.3,52.7,56.1,61.8,50.3
12-17,44.2,52.8,57.2,49.5,61.6,50.6,41.0,54.4,30.0,50.8,38.0,,30.0,38.0,44.2,52.8,57.2,61.6,50.6
12-18,43.9,53.2,56.1,50.1,62.1,49.4,40.6,54.4,29.8,62.8,38.1,,29.8,38.1,43.9,54.4,62.1,62.8,50.1
12-19,43.3,53.3,56.3,51.0,61.7,49.7,41.0,54.3,30.1,64.5,37.8,,30.1,37.8,43.3,54.3,61.7,64.5,51.0
12-20,43.4,52.7,54.4,50.6,62.1,49.4,41.2,54.2,29.7,65.0,37.4,,29.7,37.4,43.4,54.2,62.1,65.0,50.6
12-21,43.7,52.7,56.1,50.5,61.8,49.3,41.3,54.5,29.8,65.1,37.3,,29.8,37.3,43.7,54.5,61.8,65.1,50.5
12-22,43.6,53.0,55.8,50.5,62.0,49.0,41.2,54.4,29.9,65.0,37.6,,29.9,37.6,43.6,54.4,62.0,65.0,50.5
12-23,43.6,52.1,56.1,50.1,61.8,48.8,41.2,54.2,30.2,63.6,37.6,,30.2,37.6,43.6,54.2,61.8,63.6,50.1
12-24,43.3,54.0,55.6,50.1,61.1,48.3,41.7,54.3,29.8,63.5,37.3,,29.8,37.3,43.3,54.3,61.1,63.5,50.1
12-25,43.5,52.4,55.9,49.8,61.1,49.2,41.6,54.7,29.6,63.7,37.4,,29.6,37.4,43.5,54.7,61.1,63.7,49.8
12-26,42.8,52.7,55.6,50.0,61.5,48.8,41.0,54.6,29.9,64.1,37.4,,29.9,37.4,42.8,54.6,61.5,64.1,50.0
12-27,42.8,53.9,55.6,49.7,61.4,49.1,41.2,54.3,30.0,64.3,37.4,,30.0,37.4,42.8,54.3,61.4,64.3,49.7
12-28,43.1,52.9,55.2,50.3,60.8,48.8,41.1,54.5,29.7,64.7,37.4,,29.7,37.4,43.1,54.5,60.8,64.7,50.3
12-29,43.1,52.3,57.0,49.1,61.4,48.1,40.8,54.2,29.6,65.2,37.3,,29.6,37.3,43.1,54.2,61.4,65.2,49.1
12-30,42.8,53.1,55.3,49.8,61.2,48.5,40.8,54.0,29.6,65.7,37.6,,29.6,37.6,42.8,54.0,61.2,65.7,49.8
12-31,42.6,52.5,56.2,50.1,61.7,48.8,40.5,54.3,29.3,66.6,37.6,,29.3,37.6,42.6,54.3,61.7,66.6,50.1
01-01,42.8,53.1,56.6,50.1,61.6,48.4,40.4,54.5,29.3,67.3,37.5,,29.3,37.5,42.8,54.5,61.6,67.3,50.1
01-02,42.7,52.9,57.3,49.6,60.8,48.5,40.5,54.1,29.3,67.0,37.2,,29.3,37.2,42.7,54.1,60.8,67.0,49.6
01-03,42.4,52.3,54.7,49.5,61.0,47.6,39.6,54.1,29.2,66.6,37.3,,29.2,37.3,42.4,54.1,61.0,66.6,49.5
01-04,42.3,53.0,56.5,48.9,60.9,47.0,39.4,53.7,29.6,66.2,37.6,,29.6,37.6,42.3,53.7,60.9,66.2,48.9
01-05,42.3,52.3,56.1,49.3,61.1,46.7,38.3,53.8,29.3,66.2,37.2,,29.3,37.2,42.3,53.8,61.1,66.2,49.3
01-06,42.4,52.9,55.1,48.0,61.1,46.8,38.5,53.9,29.0,66.3,37.3,,29.0,37.3,42.4,53.9,61.1,66.3,48.0
01-07,42.2,52.3,54.7,48.7,60.4,46.0,38.6,53.7,28.6,66.6,37.4,,28.6,37.4,42.2,53.7,60.4,66.6,48.7
01-08,41.9,53.2,55.7,48.9,58.4,46.4,38.4,53.6,28.8,66.9,37.3,,28.8,37.3,41.9,53.6,58.4,66.9,48.9
01-09,42.0,53.1,54.9,48.3,56.9,46.0,38.7,53.6,28.6,67.1,37.6,,28.6,37.6,42.0,53.6,56.9,67.1,48.3
01-10,41.6,52.8,55.4,48.9,56.7,46.4,38.6,53.1,28.9,67.2,37.6,,28.9,37.6,41.6,53.1,56.7,67.2,48.9
01-11,41.9,52.8,54.9,48.4,56.7,46.2,38.5,53.5,28.1,66.8,37.3,,28.1,37.3,41.9,53.5,56.7,66.8,48.4
01-12,41.8,52.7,54.8,48.5,56.9,45.7,38.5,52.9,27.9,66.4,37.6,,27.9,37.6,41.8,52.9,56.9,66.4,48.5
