date,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
02-03,51.5,69.5,67.6,60.7,81.6,53.4,69.0,52.3,37.1,71.8,71.4,,37.1,51.5,53.4,69.5,71.8,81.6,67.6
02-04,51.7,69.5,67.9,58.2,81.7,53.8,69.2,52.3,37.0,71.7,71.6,,37.0,51.7,53.8,69.5,71.7,81.7,67.9
02-05,51.6,69.7,68.1,61.1,81.7,54.1,69.3,52.6,36.9,71.6,71.7,,36.9,51.6,54.1,69.7,71.7,81.7,68.1
02-06,51.5,69.9,68.2,61.1,81.8,54.2,69.3,52.5,37.3,71.4,71.8,,37.3,51.5,54.2,69.9,71.8,81.8,68.2
02-07,51.8,69.6,68.4,61.3,81.8,54.9,69.6,52.5,37.1,71.3,72.0,,37.1,51.8,54.9,69.6,72.0,81.8,68.4
02-08,51.5,69.6,68.6,61.4,81.8,54.8,69.5,52.3,37.2,71.1,72.1,,37.2,51.5,54.8,69.6,72.1,81.8,68.6
02-09,51.9,69.7,68.8,61.4,81.8,55.1,69.6,52.7,37.4,71.0,72.5,,37.4,51.9,55.1,69.7,72.5,81.8,68.8
02-10,51.7,69.5,69.0,61.4,81.9,55.4,69.8,52.5,37.2,70.8,72.5,,37.2,51.7,55.4,69.8,72.5,81.9,69.0
02-11,50.3,69.7,69.3,61.6,83.2,55.4,69.6,52.6,37.3,70.9,72.6,,37.3,50.3,55.4,69.7,72.6,83.2,69.3
02-12,51.8,69.8,69.4,61.6,82.9,55.4,69.9,52.8,37.2,70.7,72.7,,37.2,51.8,55.4,69.9,72.7,82.9,69.4
02-13,51.7,69.8,69.5,61.7,82.7,55.3,70.0,52.6,37.5,70.6,72.7,,37.5,51.7,55.3,70.0,72.7,82.7,69.5
02-14,51.6,69.7,69.5,61.8,82.6,55.2,70.1,52.6,37.6,70.7,72.8,,37.6,51.6,55.2,70.1,72.8,82.6,69.5
02-15,51.7,69.9,69.8,61.9,82.6,55.5,70.4,53.0,37.4,70.7,72.5,,37.4,51.7,55.5,70.4,72.5,82.6,69.8
02-16,51.7,70.0,70.0,61.9,82.6,55.3,70.5,52.9,37.7,70.7,72.7,,37.7,51.7,55.3,70.5,72.7,82.6,70.0
02-17,51.9,70.1,70.1,62.1,82.8,55.5,70.5,53.0,37.4,70.6,72.7,,37.4,51.9,55.5,70.5,72.7,82.8,70.1
02-18,52.3,70.0,70.2,62.3,82.7,55.7,70.7,52.9,37.6,70.8,72.4,,37.6,52.3,55.7,70.7,72.4,82.7,70.0
02-19,52.1,70.3,70.6,62.9,82.7,55.4,70.8,53.2,37.6,70.7,72.8,,37.6,52.1,55.4,70.7,72.8,82.7,70.3
02-20,52.1,70.5,70.7,63.0,82.9,55.9,70.9,52.9,37.7,70.8,72.6,,37.7,52.1,55.9,70.8,72.6,82.9,70.5
02-21,52.2,70.4,70.7,64.7,83.0,56.1,70.9,53.2,38.0,70.6,72.8,,38.0,52.2,56.1,70.7,72.8,83.0,70.4
02-22,52.2,70.4,70.4,65.2,82.9,55.9,71.2,53.1,38.2,70.7,72.8,,38.2,52.2,55.9,70.7,72.8,82.9,70.4
02-23,52.4,70.7,70.6,65.4,83.1,56.0,71.1,53.0,39.1,70.7,72.6,,39.1,52.4,56.0,70.7,72.6,83.1,70.6
02-24,52.6,70.4,70.5,65.5,83.0,56.0,71.3,53.2,39.6,70.7,72.8,,39.6,52.6,56.0,70.7,72.8,83.0,70.4
02-25,52.5,70.8,70.3,65.6,83.0,55.7,71.2,53.1,39.6,70.8,72.7,,39.6,52.5,55.7,70.8,72.7,83.0,70.3
02-26,52.3,70.6,70.2,65.9,83.1,55.8,71.2,53.2,39.7,70.9,72.8,,39.7,52.3,55.8,70.9,72.8,83.1,70.2
02-27,52.5,70.8,70.1,66.0,83.1,55.9,71.2,53.1,39.8,70.9,72.5,,39.8,52.5,55.9,70.9,72.5,83.1,70.1
02-28,52.4,70.8,70.0,66.0,83.1,55.9,71.4,53.4,39.9,70.9,72.6,,39.9,52.4,55.9,70.9,72.6,83.1,70.0
02-29,,,,66.7,,,,53.5,,,,,39.9,52.4,55.9,70.9,72.6,83.1,70.0
03-01,52.7,70.9,70.2,66.9,83.2,55.9,71.3,53.5,39.9,70.9,72.8,,39.9,52.7,55.9,70.9,72.8,83.2,70.2
03-02,52.5,70.8,70.0,67.3,83.1,56.0,71.3,53.6,40.2,71.2,72.6,,40.2,52.5,56.0,71.2,72.6,83.1,70.0
03-03,52.5,71.3,69.9,67.7,83.0,55.9,71.4,53.6,40.3,71.9,72.7,,40.3,52.5,55.9,71.4,72.7,83.0,69.9
03-04,52.7,71.5,70.0,67.9,83.1,56.1,71.5,53.8,40.0,71.9,72.8,,40.0,52.7,56.1,71.5,72.8,83.1,70.0
03-05,52.6,71.4,70.0,68.7,83.1,55.9,71.5,53.7,40.1,71.9,72.8,,40.1,52.6,55.9,71.5,72.8,83.1,70.0
03-06,52.9,71.7,69.9,69.4,83.0,55.6,71.5,53.9,40.3,72.2,72.8,,40.3,52.9,55.6,71.7,72.8,83.0,69.9
03-07,52.9,71.9,70.1,70.1,83.1,55.7,71.7,54.1,40.2,72.3,72.7,,40.2,52.9,55.7,71.9,72.7,83.1,70.1
03-08,52.8,71.8,71.3,70.4,82.9,56.1,71.8,54.3,40.0,72.4,72.9,,40.0,52.8,56.1,71.8,72.9,82.9,71.3
03-09,52.7,72.0,71.2,70.9,82.8,55.8,71.8,54.2,40.4,72.3,72.9,,40.4,52.7,55.8,72.0,72.9,82.8,71.2
03-10,53.1,72.4,71.3,71.1,82.8,56.5,71.7,54.3,40.5,72.7,72.8,,40.5,53.1,56.5,72.4,72.8,82.8,71.3
03-11,53.0,72.9,71.6,71.2,83.2,56.7,72.0,54.5,40.7,72.6,72.9,,40.7,53.0,56.7,72.6,72.9,83.2,71.6
03-12,53.0,72.6,71.4,71.9,83.5,56.5,71.9,55.1,40.9,72.7,73.1,,40.9,53.0,56.5,72.6,73.1,83.5,71.9
03-13,53.3,72.4,71.7,72.7,83.6,57.4,72.1,55.6,41.2,72.8,72.9,,41.2,53.3,57.4,72.7,72.9,83.6,72.1
