date,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
01-01,47.5,45.5,50.7,38.0,57.2,35.2,58.0,53.0,34.8,40.3,20.1,55.1,22.3,,20.1,24.8,36.9,51.6,56.8,58.0,45.5
01-02,47.5,45.5,50.8,37.9,56.7,36.0,58.2,52.5,34.5,40.6,20.1,55.1,22.3,,20.1,24.8,37.1,51.5,56.4,58.2,45.5
01-03,47.4,45.6,51.0,38.0,57.0,35.3,57.6,52.8,34.5,40.0,20.0,55.4,22.2,,20.0,24.7,36.9,51.7,56.7,57.6,45.6
01-04,47.6,45.5,51.0,37.9,56.6,36.0,58.3,52.1,34.5,40.6,20.3,55.2,22.3,,20.3,24.8,37.1,51.4,56.3,58.3,45.5
01-05,47.7,45.7,51.3,37.8,56.7,35.5,57.6,52.5,34.3,40.5,20.4,55.1,22.3,,20.4,24.7,36.9,51.8,56.4,57.6,45.7
01-06,47.1,45.1,51.1,37.8,56.4,36.4,58.0,52.3,34.5,40.3,20.1,55.4,22.3,,20.1,24.8,37.2,51.6,56.2,58.0,45.1
01-07,47.4,45.2,51.2,37.9,57.0,36.0,57.9,52.1,34.9,40.2,20.4,55.1,22.2,,20.4,24.7,37.1,51.6,56.6,57.9,45.2
01-08,46.7,45.2,51.6,37.9,56.5,35.5,58.2,52.4,34.0,40.5,20.0,55.3,22.2,,20.0,24.6,36.9,51.9,56.2,58.2,45.2
01-09,47.7,45.0,51.3,38.0,57.2,35.5,57.8,52.3,34.5,40.8,20.0,55.4,22.1,,20.0,24.6,37.0,51.7,56.9,57.8,45.0
01-10,47.6,45.1,51.6,37.9,57.2,35.8,58.2,52.0,34.3,40.5,20.5,55.1,22.5,,20.5,24.8,37.0,51.8,56.8,58.2,45.1
01-11,47.4,44.9,51.4,37.6,56.8,36.0,57.6,52.4,34.3,40.9,20.1,55.1,22.2,,20.1,24.6,37.0,51.8,56.5,57.6,44.9
01-12,47.4,44.6,51.6,38.1,57.1,35.8,58.2,51.9,34.4,40.8,20.4,55.2,22.2,,20.4,24.6,37.2,51.7,56.7,58.2,44.6
01-13,47.1,44.4,51.7,37.9,56.5,35.9,58.3,51.5,34.6,40.6,20.0,55.7,22.2,,20.0,24.7,37.1,51.6,56.3,58.3,44.4
01-14,46.9,44.4,51.6,38.0,57.0,35.9,57.9,52.0,34.5,41.0,20.4,55.4,22.1,,20.4,24.6,37.2,51.8,56.7,57.9,44.4
