date,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
02-26,70.7,46.6,56.1,54.7,61.0,55.4,74.7,57.4,58.0,53.9,42.3,62.0,57.0,,42.3,48.1,55.1,59.2,68.9,74.7,57.0
02-27,70.7,47.3,56.3,54.9,60.6,55.6,74.6,56.9,58.7,54.0,41.8,62.1,57.1,,41.8,48.6,55.3,59.4,69.0,74.6,56.9
02-28,70.9,47.3,56.2,55.4,60.1,55.7,74.6,56.9,58.2,54.0,42.3,61.9,57.3,,42.3,48.6,55.6,58.9,69.1,74.6,56.9
02-29,,48.1,,,,56.0,,,,54.0,,,,,42.3,48.6,55.6,58.9,69.1,74.6,56.9
03-01,70.8,48.3,56.2,55.7,59.5,56.4,73.9,57.0,58.8,54.1,41.7,61.3,57.4,,41.7,49.5,56.0,59.1,68.9,73.9,57.0
03-02,71.1,48.0,56.1,56.6,59.3,56.5,74.0,57.2,58.8,54.2,42.2,61.2,57.4,,42.2,49.3,56.4,59.0,69.1,74.0,57.2
03-03,70.9,48.3,56.4,56.9,59.5,56.8,73.7,57.2,58.7,53.9,42.5,61.2,57.9,,42.5,49.4,56.6,59.0,68.9,73.7,57.2
03-04,71.0,48.5,56.5,57.8,59.4,57.5,73.8,57.0,58.5,54.3,42.9,61.4,58.0,,42.9,49.7,56.8,58.9,69.1,73.8,57.8
03-05,71.2,48.8,56.6,58.2,59.7,60.0,73.9,57.1,58.5,53.9,43.1,61.5,58.0,,43.1,49.8,56.9,59.8,69.3,73.9,58.2
03-06,71.4,48.9,56.9,58.9,59.8,61.1,74.3,57.1,58.5,54.1,43.0,62.0,58.1,,43.0,49.9,57.0,60.3,69.6,74.3,58.5
03-07,71.1,49.2,56.8,59.1,59.9,61.8,73.6,57.4,59.7,54.2,43.6,62.2,58.3,,43.6,50.2,57.2,60.6,69.3,73.6,59.1
