date,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
08-05,53.6,55.4,59.4,55.1,50.7,57.9,56.7,56.9,56.4,53.3,58.0,55.7,56.9,48.2,,48.2,51.5,55.0,56.9,58.0,59.4,56.0
08-06,56.3,54.9,57.1,56.8,50.4,54.2,55.3,55.1,51.2,55.4,58.8,57.6,56.5,45.5,,45.5,50.6,54.8,56.5,57.5,58.8,55.4
08-07,54.3,54.0,55.7,54.1,47.0,49.7,55.8,47.2,54.4,55.6,56.2,51.4,51.9,51.3,,47.0,48.0,51.4,54.5,55.7,56.2,54.1
08-08,51.5,54.2,60.8,53.2,48.4,49.5,55.7,46.4,54.8,54.5,55.0,55.7,53.1,49.0,,46.4,48.6,51.3,54.8,55.7,60.8,53.7
08-09,51.9,56.6,57.0,53.5,50.1,49.1,56.8,47.9,57.0,53.2,56.9,56.8,56.8,50.4,,47.9,49.4,51.7,56.8,57.0,57.0,55.0
08-10,55.0,53.2,57.6,53.2,49.2,55.1,52.2,49.0,60.2,55.8,55.4,54.4,60.7,54.5,,49.0,50.1,53.2,55.4,59.4,60.7,54.7
08-11,54.9,57.5,55.2,51.7,52.1,57.0,49.6,53.1,61.2,54.0,55.4,55.2,58.7,51.1,,49.6,51.3,53.0,55.6,58.4,61.2,55.0
08-12,52.9,54.0,55.8,51.0,56.4,53.1,50.8,53.1,60.2,51.5,56.1,56.1,55.9,49.9,,49.9,50.9,52.7,56.0,56.3,60.2,53.5
08-13,52.8,55.6,56.6,51.0,52.5,54.0,51.3,53.6,56.6,51.2,59.7,57.7,54.5,51.8,,51.0,51.2,52.4,55.7,57.4,59.7,53.8
08-14,50.8,55.8,55.8,53.6,51.1,60.8,55.6,53.9,55.6,55.1,56.8,57.1,50.4,53.2,,50.4,50.9,53.6,55.8,57.0,60.8,55.4
08-15,54.0,56.3,55.9,55.2,53.8,54.3,54.4,44.5,57.4,57.4,57.1,55.8,51.3,56.7,,44.5,52.0,54.3,56.3,57.3,57.4,55.5
08-16,52.6,51.2,57.5,57.8,55.4,56.6,54.0,46.7,55.4,56.7,55.8,55.5,53.8,56.9,,46.7,51.6,53.9,56.6,57.3,57.8,55.4
08-17,57.4,55.8,55.6,56.9,53.2,55.0,54.2,51.4,55.4,55.6,58.6,59.7,54.7,59.7,,51.4,53.5,54.9,57.0,59.4,59.7,55.6
08-18,59.5,58.9,54.3,57.5,53.1,48.5,48.6,52.2,52.6,57.7,59.7,47.3,56.5,55.9,,47.3,48.5,52.6,57.5,59.4,59.7,55.1
08-19,47.3,52.6,58.5,55.6,49.3,48.0,51.0,52.6,50.4,56.7,58.1,40.7,53.7,55.7,,40.7,47.5,50.3,55.6,57.7,58.5,52.6
08-20,52.6,51.7,55.8,54.4,48.4,52.3,49.3,52.3,54.2,56.5,53.9,44.7,50.7,57.9,,44.7,48.6,51.6,54.2,56.3,57.9,52.5
08-21,60.2,54.6,55.8,55.2,46.7,57.7,53.9,52.2,51.1,55.9,56.4,47.4,50.1,57.1,,46.7,48.2,52.1,56.0,57.6,60.2,54.9
08-22,58.0,55.4,51.6,53.2,48.6,53.1,50.6,52.0,50.3,58.6,59.6,51.6,51.1,53.4,,48.6,50.4,51.6,53.6,58.4,59.6,52.5
08-23,45.6,56.7,54.2,52.4,40.6,51.1,48.3,47.9,50.4,53.8,55.2,54.4,53.7,54.2,,40.6,46.3,50.2,54.2,55.0,56.7,53.1
08-24,48.4,56.6,55.0,53.0,45.3,52.4,48.8,49.9,50.8,56.9,54.0,54.9,55.5,51.9,,45.3,48.5,50.7,54.9,56.2,56.9,52.7
08-25,55.8,58.9,52.5,53.5,48.6,55.8,44.6,51.7,56.3,60.1,55.0,53.6,53.8,50.7,,44.6,49.2,52.4,55.8,58.1,60.1,53.7
08-26,60.8,58.6,55.8,53.2,47.5,52.6,45.9,54.0,58.3,52.9,57.1,51.6,50.3,51.8,,45.9,48.3,51.8,56.0,58.5,60.8,53.1
08-27,56.3,56.1,58.1,54.5,43.2,52.2,48.6,53.5,49.6,48.9,59.7,52.4,55.1,51.5,,43.2,48.7,51.3,55.2,57.6,59.7,53.0
08-28,50.0,52.3,60.0,51.6,47.8,52.3,50.9,54.9,44.3,55.6,53.0,51.2,53.9,51.5,,44.3,48.4,51.1,53.1,55.4,60.0,52.0
08-29,48.0,55.3,59.4,53.5,47.0,60.4,52.3,56.2,52.4,55.0,55.2,52.8,53.4,56.7,,47.0,49.3,52.8,55.4,58.6,60.4,54.2
08-30,42.5,55.9,52.5,53.7,52.8,54.5,53.5,54.5,56.3,53.8,54.2,53.7,54.1,56.7,,42.5,52.6,53.7,54.5,56.2,56.7,54.0
08-31,42.8,57.6,51.7,56.7,47.8,48.7,57.6,50.5,50.6,56.1,46.0,53.2,55.1,57.8,,42.8,46.5,50.4,56.2,57.6,57.8,52.4
09-01,48.0,55.2,49.0,55.5,47.0,55.2,54.2,52.3,47.1,57.9,47.4,50.8,57.3,53.0,,47.0,47.2,48.9,55.2,56.8,57.9,52.7
09-02,47.1,50.6,48.6,55.1,52.4,57.3,54.8,53.8,48.6,58.2,54.0,48.6,54.9,51.4,,47.1,48.6,50.4,54.8,56.6,58.2,53.1
09-03,51.3,46.1,50.3,55.6,57.4,55.3,51.4,55.8,51.2,55.6,56.2,48.0,57.1,50.4,,46.1,48.7,51.1,55.6,56.8,57.4,53.3
09-04,57.4,49.2,52.5,54.2,44.5,49.8,47.0,55.3,49.6,55.3,56.0,47.5,59.2,43.0,,43.0,45.3,49.0,55.3,57.0,59.2,51.2
09-05,52.9,54.0,52.2,58.2,45.9,45.9,42.2,51.8,48.7,55.6,61.9,48.9,57.9,45.0,,42.2,45.2,48.5,54.1,58.1,61.9,52.0
09-06,39.7,45.4,52.1,57.0,47.7,46.6,46.8,51.8,50.6,51.2,58.2,52.8,57.5,50.7,,39.7,45.8,47.6,52.1,57.3,58.2,50.9
09-07,50.4,44.3,46.6,55.1,50.4,48.4,48.3,54.0,49.5,50.6,55.8,52.9,58.6,49.1,,44.3,47.1,49.0,53.0,55.6,58.6,50.4
09-08,50.7,43.9,47.8,48.0,50.2,47.2,49.6,51.4,49.0,46.4,19.0,52.2,56.7,49.6,,19.0,44.6,47.8,50.2,51.9,56.7,49.3
09-09,42.6,45.0,56.1,48.6,43.4,48.6,43.8,55.0,50.2,43.0,25.2,54.9,49.4,53.1,,25.2,42.7,43.8,50.5,54.9,56.1,48.6
09-10,36.3,47.5,54.4,47.1,45.1,51.5,45.6,51.3,53.6,44.7,31.2,56.2,42.0,46.8,,31.2,38.0,45.1,51.3,54.2,56.2,46.9
09-11,41.7,47.3,47.5,48.3,43.7,51.5,54.4,51.7,58.3,37.6,43.5,48.9,47.6,44.2,,37.6,42.3,44.2,49.2,53.6,58.3,47.5
09-12,48.3,43.1,44.2,48.3,36.9,52.9,53.0,53.9,55.4,38.3,45.0,50.2,49.5,48.6,,36.9,39.7,45.0,50.4,53.6,55.4,48.4
09-13,51.8,45.2,43.4,48.2,48.6,51.6,44.2,49.6,53.5,42.8,49.5,47.6,47.9,44.4,,42.8,43.6,45.1,49.5,51.7,53.5,48.1
09-14,48.2,44.5,49.4,46.5,52.0,48.7,40.3,47.3,55.4,49.7,51.4,48.2,44.2,41.4,,40.3,42.3,46.3,49.4,51.8,55.4,48.2
09-15,46.2,45.2,50.8,44.9,50.3,45.3,37.4,38.8,58.4,56.4,48.2,51.0,43.6,40.5,,37.4,39.3,44.7,50.3,54.8,58.4,45.8
09-16,49.9,45.6,49.5,49.5,53.1,42.2,37.8,36.9,56.2,51.0,48.5,52.1,43.2,44.2,,36.9,39.1,44.1,50.0,52.8,56.2,49.0
09-17,54.7,39.9,45.7,50.1,53.0,42.0,43.6,41.6,54.1,44.4,50.7,50.7,42.9,46.5,,39.9,41.7,43.5,50.7,53.8,54.7,46.1
09-18,55.0,43.6,46.6,46.9,56.8,38.3,51.0,48.6,52.6,46.7,55.4,47.0,47.5,44.2,,38.3,43.8,46.7,51.2,55.3,56.8,47.3
09-19,59.5,46.4,48.6,37.5,49.0,40.1,55.1,38.9,51.3,51.4,46.1,45.2,51.0,40.4,,37.5,39.3,44.7,51.0,54.0,59.5,47.5
09-20,52.2,46.0,47.5,46.2,47.9,45.6,53.1,43.7,43.0,39.9,41.0,36.0,48.4,46.7,,36.0,40.2,43.6,47.5,51.0,53.1,46.1
09-21,49.6,44.0,47.6,51.4,44.2,47.5,48.7,48.9,45.0,34.5,47.8,37.2,47.4,42.7,,34.5,38.9,44.1,47.8,49.4,51.4,47.4
09-22,46.5,44.9,50.5,40.8,46.6,50.4,44.3,35.8,50.6,40.7,48.1,44.6,45.3,37.8,,35.8,38.7,44.0,46.7,50.5,50.6,45.1
09-23,41.6,47.0,52.0,39.1,49.3,49.4,35.2,33.8,51.0,45.3,49.2,41.2,41.2,37.7,,33.8,36.0,41.0,49.2,50.5,52.0,43.5
09-24,45.9,47.3,45.2,44.2,52.4,49.3,32.8,31.1,44.4,44.6,53.0,43.3,42.9,40.5,,31.1,35.1,43.3,46.0,51.5,53.0,44.5
09-25,48.9,47.1,40.9,37.1,55.1,55.8,37.0,31.4,36.6,47.2,52.5,48.9,44.5,48.7,,31.4,36.7,40.5,48.9,54.3,55.8,47.2
09-26,53.1,45.7,40.2,32.8,55.4,55.4,42.4,30.6,43.3,48.5,49.0,47.8,46.2,47.6,,30.6,35.0,43.2,48.5,54.7,55.4,46.9
09-27,49.6,47.0,41.5,27.4,46.2,54.3,44.3,33.8,48.0,45.7,38.9,47.9,46.6,51.4,,27.4,35.3,44.1,47.9,50.8,54.3,46.4
09-28,52.6,50.5,41.1,32.2,39.9,49.2,48.8,34.1,52.5,45.3,35.5,45.6,50.0,48.7,,32.2,34.5,41.0,49.3,51.9,52.6,47.2
09-29,51.2,46.0,42.7,43.4,35.3,49.6,46.7,37.5,54.7,39.6,45.9,32.8,47.9,48.8,,32.8,36.0,42.4,48.0,50.7,54.7,46.0
09-30,49.6,51.8,45.1,46.9,36.0,50.0,45.0,40.1,53.2,34.3,45.8,34.5,39.6,50.9,,34.3,35.0,40.0,49.7,51.5,53.2,45.5
