date,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
01-13,-1.3,24.5,27.7,26.6,28.6,28.6,20.2,22.7,35.2,36.6,31.4,,-1.3,20.2,24.5,28.6,35.2,36.6,27.7
01-14,-3.8,29.1,25.5,21.8,28.5,32.0,22.4,25.9,28.1,29.2,30.1,,-3.8,21.8,25.5,29.1,30.1,32.0,28.1
01-15,10.6,32.4,27.6,21.5,29.3,30.6,28.7,25.0,33.7,29.5,25.4,,10.6,21.5,25.4,29.5,32.4,33.7,28.7
01-16,23.5,33.0,29.9,23.6,25.2,25.3,28.0,30.6,32.2,32.4,24.4,,23.5,23.6,25.2,30.6,32.4,33.0,28.0
01-17,24.7,31.8,28.6,27.7,23.2,30.2,29.7,20.3,34.3,31.0,22.5,,20.3,22.5,24.7,30.2,31.8,34.3,28.6
01-18,25.6,31.5,33.4,28.8,25.1,34.1,22.3,20.8,27.1,28.0,16.9,,16.9,20.8,25.1,28.8,33.4,34.1,27.1
01-19,27.7,31.0,33.3,25.3,25.1,35.3,24.7,25.8,21.6,25.8,15.7,,15.7,21.6,25.1,27.7,33.3,35.3,25.8
01-20,27.1,31.9,26.6,23.3,22.6,27.8,30.2,29.9,26.5,24.0,17.2,,17.2,22.6,24.0,27.8,30.2,31.9,26.6
01-21,28.0,28.9,20.2,22.8,22.7,14.5,24.7,29.0,27.6,24.7,17.0,,14.5,17.0,22.7,27.6,28.9,29.0,24.7
01-22,32.1,28.4,18.3,30.4,19.9,16.8,15.2,28.6,28.5,24.6,17.0,,15.2,16.8,18.3,28.5,30.4,32.1,24.6
01-23,33.5,22.3,27.0,31.4,23.1,20.0,22.4,28.1,23.8,27.8,18.1,,18.1,20.0,22.4,27.8,31.4,33.5,23.8
01-24,33.3,26.4,30.9,23.9,15.1,26.8,23.3,28.3,20.8,30.1,17.9,,15.1,17.9,23.3,28.3,30.9,33.3,26.4
01-25,32.4,31.7,38.3,17.2,10.1,29.0,22.1,28.1,17.9,21.5,13.4,,10.1,13.4,17.9,29.0,32.4,38.3,22.1
01-26,32.3,31.8,41.0,20.0,8.4,18.3,24.9,31.7,14.5,19.0,13.9,,8.4,13.9,18.3,31.7,32.3,41.0,20.0
