date,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
03-02,36.3,29.9,26.5,36.9,24.4,30.2,30.2,22.1,29.1,38.0,17.5,,17.5,22.1,26.5,30.2,36.9,38.0,29.9
03-03,33.6,33.1,19.6,39.5,30.6,31.6,28.5,25.0,31.0,39.4,18.8,,18.8,19.6,28.5,33.1,39.4,39.5,31.0
03-04,22.2,28.8,15.4,38.5,34.8,16.8,22.9,31.0,27.5,37.1,22.3,,15.4,16.8,22.3,31.0,37.1,38.5,27.5
03-05,28.2,31.4,22.0,39.9,31.2,14.8,29.4,35.1,32.1,30.0,23.8,,14.8,22.0,28.2,31.4,35.1,39.9,30.0
03-06,34.0,36.0,29.1,34.2,13.3,19.9,32.3,36.6,36.7,21.4,21.2,,13.3,19.9,21.4,34.2,36.6,36.7,32.3
03-07,33.0,26.4,33.1,25.1,25.1,29.6,30.3,37.5,37.6,14.1,21.0,,14.1,21.0,25.1,33.0,37.5,37.6,29.6
03-08,29.7,26.7,32.8,25.8,35.1,34.3,24.8,31.0,40.4,15.3,23.8,,15.3,23.8,25.8,32.8,35.1,40.4,29.7
03-09,25.8,35.7,31.2,29.9,38.6,35.0,21.8,31.1,29.8,19.7,25.8,,19.7,21.8,25.8,31.2,35.7,38.6,29.9
03-10,23.9,37.7,34.7,37.5,40.8,33.5,25.5,32.6,22.4,16.1,32.9,,16.1,22.4,25.5,34.7,37.7,40.8,32.9
03-11,28.3,21.9,38.3,38.1,37.0,34.5,28.0,35.9,20.3,12.4,28.5,,12.4,20.3,28.0,35.9,38.1,38.3,28.5
03-12,33.1,24.2,35.5,35.5,37.7,36.0,32.0,36.7,22.7,20.6,28.4,,20.6,22.7,28.4,35.5,36.7,37.7,33.1
03-13,37.8,30.2,36.1,35.2,38.2,38.3,18.7,30.8,20.2,29.2,29.3,,18.7,20.2,29.3,36.1,38.2,38.3,30.8
03-14,44.2,31.8,38.9,29.3,43.4,35.9,18.3,31.6,25.7,28.5,32.0,,18.3,25.7,29.3,35.9,43.4,44.2,31.8
03-15,43.9,28.1,43.2,23.8,44.8,25.6,20.7,33.0,30.3,31.1,30.2,,20.7,23.8,28.1,33.0,43.9,44.8,30.3
03-16,37.7,35.2,43.8,26.6,43.4,26.2,28.0,33.9,28.6,33.2,19.8,,19.8,26.2,28.0,35.2,43.4,43.8,33.2
03-17,30.5,30.4,44.2,32.8,44.1,26.5,30.6,34.5,30.7,27.2,17.8,,17.8,26.5,30.4,32.8,44.1,44.2,30.6
03-18,28.0,17.6,39.0,30.2,47.2,18.3,31.7,28.9,33.9,26.5,18.7,,17.6,18.3,26.5,31.7,39.0,47.2,28.9
03-19,30.8,24.7,34.3,33.8,46.4,20.9,31.0,27.6,39.2,31.0,24.6,,20.9,24.6,27.6,33.8,39.2,46.4,31.0
03-20,35.5,33.3,38.1,40.0,45.3,28.9,31.1,25.9,32.9,32.3,25.5,,25.5,25.9,31.1,35.5,40.0,45.3,32.9
03-21,26.5,33.9,41.4,42.9,44.2,35.9,30.5,26.5,20.7,26.2,26.3,,20.7,26.2,26.5,35.9,42.9,44.2,30.5
03-22,17.2,28.8,39.7,27.9,39.7,38.8,28.4,30.4,20.9,23.0,25.1,,17.2,20.9,25.1,30.4,39.7,39.7,28.4
03-23,11.7,30.4,35.2,22.1,29.4,32.7,32.2,29.9,22.7,27.4,23.8,,11.7,22.1,23.8,30.4,32.7,35.2,29.4
03-24,15.9,33.8,33.1,28.9,33.6,33.8,30.5,33.8,23.3,35.0,17.3,,15.9,17.3,28.9,33.8,33.8,35.0,33.1
03-25,25.2,38.6,29.5,26.3,33.3,28.2,32.9,33.2,24.6,41.3,10.5,,10.5,24.6,26.3,33.2,38.6,41.3,29.5
03-26,34.7,31.2,36.2,23.4,30.8,19.4,37.9,23.8,24.7,45.3,8.8,,8.8,19.4,23.8,34.7,37.9,45.3,30.8
