date,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
01-20,19.9,25.4,34.9,23.1,22.6,33.8,27.7,31.5,28.0,23.1,22.4,22.1,33.4,32.3,28.1,24.9,14.0,,14.0,21.2,23.0,28.8,33.6,34.9,25.4
01-21,9.8,18.5,37.5,23.8,29.9,28.5,30.4,30.6,20.8,25.3,20.1,11.8,22.6,28.2,29.0,23.6,15.9,,9.8,14.3,20.6,28.6,30.5,37.5,23.8
01-22,18.0,17.7,38.1,21.3,26.6,20.6,35.0,28.5,21.3,33.1,22.2,17.8,12.5,27.8,28.4,23.0,13.5,,12.5,16.0,20.1,27.9,33.9,38.1,22.2
01-23,29.6,17.6,35.2,16.8,23.2,23.7,36.3,23.1,25.2,33.4,22.1,21.5,23.5,28.4,20.4,26.1,12.9,,12.9,17.3,22.0,26.5,34.1,36.3,23.5
01-24,31.8,19.7,32.9,14.3,24.8,20.8,34.3,27.3,29.5,22.0,13.4,29.9,23.1,29.6,17.5,29.1,15.6,,13.4,15.1,20.6,29.5,32.3,34.3,24.8
01-25,30.5,19.2,26.8,24.5,25.2,30.8,33.3,30.2,37.4,16.4,8.3,28.3,22.4,28.6,17.9,20.4,15.5,,8.3,16.0,20.2,28.9,31.8,37.4,25.2
01-26,27.4,23.3,16.2,27.6,24.0,32.8,31.9,30.2,39.0,20.7,7.8,16.6,25.7,33.4,12.6,18.9,16.9,,7.8,14.8,18.5,28.2,33.0,39.0,24.0
01-27,25.4,28.0,11.4,25.1,30.6,19.6,28.1,29.6,33.8,31.0,12.2,24.1,32.2,24.8,18.1,19.5,26.3,,11.4,15.8,23.2,28.4,31.5,33.8,25.4
01-28,22.5,16.5,20.5,24.3,32.1,22.3,12.7,28.0,30.8,35.7,23.3,31.1,26.9,24.9,29.5,24.5,21.0,,12.7,18.9,22.5,28.3,31.5,35.7,24.5
01-29,23.8,12.0,23.2,24.9,31.9,30.4,11.9,35.4,31.8,37.1,31.0,36.0,26.2,21.5,25.2,29.0,21.1,,11.9,17.5,23.7,31.1,35.6,37.1,26.2
01-30,24.2,8.9,29.2,24.4,27.0,31.1,22.8,29.8,30.3,31.3,32.8,39.6,25.8,22.6,19.9,29.2,14.8,,8.9,17.9,24.0,29.9,31.9,39.6,27.0
01-31,16.2,15.5,29.0,21.6,17.8,27.6,24.9,21.1,28.1,23.9,35.4,38.1,27.6,29.3,25.5,30.2,10.9,,10.9,15.9,21.5,28.3,32.3,38.1,25.5
02-01,11.2,19.3,23.8,20.9,1.9,27.5,26.1,11.8,28.8,12.2,34.7,35.9,30.7,36.9,33.1,16.4,19.7,,1.9,11.6,18.7,29.2,35.2,36.9,23.8
02-02,15.3,18.8,28.1,25.8,-3.3,21.3,29.1,12.9,34.9,6.4,32.0,35.5,32.8,39.1,36.5,5.8,27.2,,-3.3,6.1,18.1,32.1,35.9,39.1,27.2
02-03,28.4,20.4,32.1,25.6,18.0,19.9,30.2,17.4,36.1,8.5,31.7,35.0,28.4,10.4,31.1,8.9,30.2,,8.5,9.8,19.5,30.4,33.3,36.1,28.4
02-04,33.6,11.8,32.0,25.2,27.5,19.3,29.2,13.7,37.9,17.9,32.3,35.9,26.8,4.6,17.9,18.5,30.9,,4.6,12.9,18.4,31.1,34.5,37.9,26.8
02-05,38.4,11.4,33.6,27.9,27.4,19.0,33.7,15.9,39.7,20.5,34.2,35.8,22.1,13.4,25.3,24.4,27.4,,11.4,14.9,21.8,33.6,36.9,39.7,27.4
02-06,38.8,18.9,29.1,28.6,22.4,16.7,27.8,21.4,41.5,26.8,31.5,26.1,10.1,29.2,29.0,23.4,18.5,,10.1,17.8,22.2,29.0,34.4,41.5,26.8
02-07,37.3,27.8,28.7,25.4,28.4,20.6,25.4,24.5,40.4,29.1,35.0,31.5,8.3,31.4,33.3,28.5,20.3,,8.3,20.5,25.4,31.4,35.9,40.4,28.5
02-08,35.4,25.3,25.5,19.6,14.1,29.7,21.6,32.2,39.4,34.2,38.1,36.0,17.1,32.2,34.9,30.5,25.6,,14.1,18.6,25.5,34.3,36.8,39.4,30.5
