date,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
12-31,24.1,1.7,24.4,14.2,-9.6,14.5,2.4,29.1,-1.6,-4.1,17.9,21.0,-2.7,17.3,20.1,10.3,27.1,,-9.6,-3.2,2.3,20.2,25.5,29.1,14.5
01-01,20.4,10.1,27.7,26.3,-0.4,25.1,9.3,22.0,12.4,4.9,17.6,24.1,-2.6,25.4,12.2,-0.8,26.6,,-2.6,-0.6,9.9,24.3,26.4,27.7,17.6
01-02,26.9,26.6,28.1,19.7,12.5,29.4,6.2,24.3,21.6,19.0,16.0,19.3,15.7,18.0,18.4,15.2,17.1,,6.2,14.1,16.9,22.1,27.4,29.4,19.0
01-03,33.5,30.1,5.3,14.1,9.4,30.0,11.8,28.0,18.3,27.2,16.4,23.9,25.5,21.9,21.9,23.5,13.6,,5.3,10.9,16.0,25.9,30.0,33.5,21.9
01-04,23.9,27.0,-4.4,21.9,11.5,29.9,18.9,9.1,24.5,28.7,24.2,26.1,27.9,24.8,23.1,23.0,11.4,,-4.4,10.5,21.3,25.1,28.2,29.9,23.9
01-05,8.3,21.2,13.2,29.5,21.0,31.4,21.4,5.4,33.6,24.5,1.4,29.3,27.9,16.4,17.4,26.0,22.8,,1.4,7.1,17.2,26.4,30.3,33.6,21.4
01-06,10.9,14.9,21.2,26.1,24.6,27.7,25.0,18.5,32.8,23.9,-2.7,28.4,20.3,20.5,21.8,32.1,23.5,,-2.7,13.3,20.4,25.2,29.9,32.8,23.5
01-07,16.9,5.3,31.9,9.6,25.5,17.2,21.4,24.6,32.7,20.4,15.6,25.5,21.8,25.8,19.1,31.7,18.0,,5.3,13.2,17.8,25.5,31.8,32.7,21.4
01-08,27.5,12.2,31.0,20.3,24.7,17.3,21.6,21.0,32.0,16.7,31.7,31.5,25.8,20.7,13.6,16.9,23.6,,12.2,15.4,19.7,26.1,31.6,32.0,21.6
01-09,26.8,14.1,17.0,25.8,4.7,26.2,26.3,16.2,25.2,8.7,28.0,33.8,30.0,11.8,11.3,12.3,25.5,,4.7,10.3,13.7,26.2,28.8,33.8,25.2
