date,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
12-17,9.3,7.7,17.6,3.8,18.4,10.2,25.8,19.0,31.3,15.9,10.0,-0.0,17.6,24.2,14.8,19.0,8.7,16.0,,-0.0,6.5,10.1,18.3,24.7,31.3,15.9
12-18,16.2,3.3,16.6,12.6,14.7,23.6,25.2,11.5,30.8,11.9,21.5,2.4,26.9,24.7,15.4,14.4,14.6,14.4,,2.4,9.0,14.4,21.0,25.7,30.8,15.0
12-19,24.7,15.0,19.8,7.6,22.5,27.3,20.2,-0.6,22.5,18.2,20.0,17.9,27.9,22.5,15.4,21.7,19.6,14.2,,-0.6,12.2,17.9,22.4,25.5,27.9,19.9
12-20,27.8,17.4,19.2,-0.5,28.1,20.1,22.9,11.9,12.2,21.2,19.0,29.1,22.6,26.8,22.6,30.0,23.8,18.5,,-0.5,12.1,19.0,23.7,28.4,30.0,21.9
12-21,32.5,21.6,5.2,13.6,22.6,22.4,11.8,18.4,14.7,26.3,16.6,21.7,12.9,25.3,27.6,30.1,24.4,17.5,,5.2,12.6,16.7,24.2,28.3,32.5,21.6
12-22,32.3,18.4,12.8,13.4,17.2,26.0,6.8,20.1,13.8,18.4,18.4,19.4,19.8,12.7,27.6,17.5,25.3,12.2,,6.8,12.6,14.1,19.8,26.5,32.3,18.4
12-23,27.5,18.3,19.3,-1.4,14.1,20.4,20.0,18.5,22.8,12.3,6.9,17.8,15.9,20.5,23.7,7.4,24.5,22.6,,-1.4,7.3,16.1,20.5,24.0,27.5,18.9
12-24,30.6,14.2,21.7,4.1,10.4,16.8,24.6,14.2,17.6,23.9,1.9,22.0,19.3,18.8,21.5,23.3,22.2,25.5,,1.9,8.5,16.9,22.2,24.9,30.6,20.4
12-25,29.5,26.8,2.0,13.3,7.2,18.1,28.8,7.0,24.4,11.6,4.5,10.3,21.7,19.8,15.6,24.4,19.1,29.8,,2.0,6.2,11.8,24.1,29.0,29.8,18.6
12-26,24.8,27.7,4.2,-0.8,7.4,16.6,25.9,8.7,27.4,3.5,-0.3,3.9,21.9,11.1,7.5,22.7,13.2,31.6,,-0.8,2.4,7.4,22.6,27.5,31.6,12.1
12-27,22.2,23.2,-3.5,10.5,12.6,10.3,22.2,6.1,29.2,5.0,6.9,18.1,25.8,5.4,11.1,12.6,9.7,27.8,,-3.5,5.3,9.7,21.8,26.4,29.2,11.9
12-28,32.0,21.2,0.8,21.9,8.7,15.3,30.9,2.8,21.3,8.8,9.0,17.7,30.4,-1.1,1.3,10.9,6.1,16.2,,-1.1,1.2,8.7,20.8,30.5,32.0,13.1
12-29,14.4,17.9,7.1,27.0,10.6,15.0,28.0,6.8,17.6,-0.3,6.0,21.5,34.3,17.0,4.4,12.8,5.8,8.8,,-0.3,5.4,7.2,17.5,27.3,34.3,13.6
12-30,21.4,23.7,11.0,24.4,10.1,-0.3,31.4,6.9,23.8,-4.9,-0.8,24.4,32.7,15.5,8.2,17.1,11.2,19.8,,-4.9,-0.5,10.2,23.5,26.5,32.7,16.3
12-31,26.4,24.1,-2.6,23.9,10.7,-11.8,13.3,2.5,25.8,1.4,-3.6,16.9,22.3,-1.8,17.8,16.9,9.3,26.3,,-11.8,-2.9,3.2,21.9,25.9,26.4,15.1
01-01,18.6,19.0,10.6,26.1,22.5,-0.4,24.2,9.9,22.5,13.2,2.7,15.6,24.6,4.2,22.0,13.4,2.4,25.8,,-0.4,2.6,10.8,22.4,25.0,26.1,17.1
01-02,21.7,25.8,21.0,23.8,17.7,13.3,28.6,12.0,25.5,18.6,13.8,14.6,25.0,20.0,14.9,17.5,14.0,20.1,,12.0,13.7,15.2,21.7,25.6,28.6,19.3
01-03,18.6,30.6,25.5,0.4,10.5,9.0,29.4,16.5,26.3,15.9,21.0,13.2,26.2,27.7,21.7,19.1,18.6,11.5,,0.4,10.0,15.9,25.1,28.2,30.6,18.9
01-04,16.0,21.5,22.0,-3.6,21.1,10.2,31.0,22.3,5.5,22.8,22.3,20.5,28.5,30.0,23.8,22.6,17.4,11.7,,-3.6,8.8,17.7,22.6,29.0,31.0,21.7
01-05,24.1,4.6,16.6,11.1,24.4,18.1,32.4,22.3,4.2,32.0,20.2,3.1,29.5,25.3,16.1,16.5,22.0,19.4,,3.1,4.4,16.5,23.9,30.2,32.4,19.8
01-06,30.6,7.7,10.0,17.5,22.9,24.3,25.6,17.8,22.1,32.2,21.0,0.4,26.4,16.8,17.4,23.6,26.8,19.5,,0.4,9.3,17.5,24.2,27.9,32.2,21.6
01-07,25.8,17.0,1.1,28.6,13.6,26.1,16.8,20.9,22.6,33.1,16.6,15.1,24.3,19.0,21.4,18.3,29.0,13.7,,1.1,13.7,16.8,24.1,28.7,33.1,20.0
01-08,10.8,28.6,10.1,27.7,22.3,22.5,20.7,20.1,17.5,31.8,12.3,28.3,29.7,22.2,15.2,14.7,18.1,19.0,,10.1,11.9,17.6,22.4,28.9,31.8,20.4
01-09,14.0,25.7,10.5,12.7,24.9,1.4,30.1,20.3,12.5,26.8,7.3,24.6,28.7,24.6,9.3,13.5,17.0,20.1,,1.4,8.7,12.8,24.6,27.4,30.1,18.5
01-10,25.2,25.2,14.9,18.4,19.6,-7.2,25.9,16.1,18.4,28.7,6.4,19.3,22.8,24.3,6.9,12.3,20.2,24.0,,-7.2,6.7,16.3,23.8,25.4,28.7,19.5
