date,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
12-01,18.5,38.3,28.0,30.6,42.4,31.6,34.2,28.0,39.0,32.9,36.5,25.7,25.2,42.6,26.8,21.9,31.8,40.5,33.8,,18.5,24.5,28.0,35.6,40.9,42.6,31.8
12-02,17.1,37.9,18.5,22.6,41.4,28.9,36.7,29.1,40.6,41.5,38.5,30.7,22.8,42.6,21.7,36.1,23.7,42.4,32.5,,17.1,21.1,25.8,38.3,41.7,42.6,32.5
12-03,19.2,22.5,19.9,29.7,34.5,18.7,41.0,20.5,39.2,34.0,38.8,34.3,24.4,39.7,14.7,36.5,27.1,41.0,35.1,,14.7,19.1,23.3,35.9,40.0,41.0,34.0
12-04,25.5,16.3,29.8,37.6,29.8,21.0,38.1,19.0,40.5,10.4,39.7,35.8,32.4,23.5,16.7,35.1,32.2,39.9,39.6,,10.4,16.6,24.3,36.9,39.8,40.5,32.2
12-05,23.7,18.0,34.3,40.1,30.0,27.9,36.7,15.6,41.9,0.9,36.3,31.6,35.8,24.1,25.2,31.5,34.9,39.7,36.5,,0.9,17.5,26.2,36.1,39.8,41.9,31.6
12-06,28.0,22.5,35.1,37.0,37.2,21.0,36.0,18.5,39.0,9.9,37.9,33.3,31.8,25.9,31.6,32.5,35.6,39.4,32.2,,9.9,20.5,29.5,35.8,38.2,39.4,32.5
12-07,28.2,18.5,35.1,34.2,37.8,27.3,32.9,23.2,34.7,18.3,36.3,38.1,20.5,28.2,33.3,35.2,34.0,36.1,27.1,,18.3,20.1,27.7,34.9,36.6,38.1,33.3
12-08,30.7,17.6,34.7,27.7,31.3,16.9,34.3,26.6,35.8,7.9,35.6,41.0,28.9,33.3,30.7,35.2,36.0,34.2,22.1,,7.9,17.5,28.2,34.6,35.8,41.0,31.3
12-09,36.3,25.5,33.4,23.5,26.1,10.6,36.3,25.3,22.8,5.9,36.0,41.0,34.7,31.8,27.0,28.2,38.1,32.9,27.0,,5.9,20.4,25.7,34.2,36.7,41.0,28.2
12-10,37.8,28.0,28.6,20.3,34.5,13.8,38.3,28.0,30.0,17.1,36.0,39.9,36.9,32.7,31.1,25.9,35.1,18.3,28.4,,13.8,18.1,28.0,34.8,37.9,39.9,30.0
12-11,40.3,31.1,25.9,20.1,35.8,21.2,36.7,27.3,31.1,20.8,39.0,31.6,37.8,33.4,35.4,30.6,30.6,18.3,30.2,,18.3,20.7,28.5,34.6,38.0,40.3,31.1
12-12,41.2,31.1,27.3,18.9,34.9,30.4,38.1,28.0,34.2,27.1,38.1,24.4,37.9,37.9,32.2,34.5,24.8,27.7,21.6,,18.9,23.9,27.5,34.7,38.1,41.2,31.1
12-13,38.7,31.8,33.1,20.7,29.7,30.0,41.0,28.9,35.6,26.4,30.9,28.9,36.0,38.7,26.2,39.6,21.9,32.5,18.3,,18.3,21.7,28.9,34.6,38.8,41.0,30.9
12-14,36.0,23.2,37.6,15.3,12.7,23.9,41.0,22.5,31.1,25.0,23.9,23.4,39.0,32.9,28.6,34.5,25.5,34.5,20.3,,12.7,19.3,23.6,33.9,37.9,41.0,25.5
12-15,32.5,18.7,40.8,17.8,18.1,24.1,35.8,22.8,26.2,31.6,24.4,21.0,41.0,33.6,37.8,24.3,22.1,20.5,18.3,,17.8,18.3,21.5,32.2,38.4,41.0,24.3
12-16,29.5,21.6,31.3,24.4,22.3,30.9,28.6,19.8,23.7,33.8,29.1,17.4,34.7,34.7,35.6,18.5,26.4,20.5,15.8,,15.8,18.3,21.8,30.3,34.7,35.6,26.4
12-17,29.7,27.1,22.6,28.0,18.0,29.3,28.9,24.6,29.8,35.2,29.7,22.6,14.9,27.1,34.3,18.3,29.5,20.5,18.7,,14.9,18.2,22.6,29.4,30.7,35.2,27.1
12-18,34.0,26.8,16.5,27.7,25.2,28.6,34.5,32.5,29.8,38.8,27.5,29.8,10.9,29.3,33.3,26.4,25.9,21.6,20.8,,10.9,20.0,26.1,29.8,34.1,38.8,27.7
12-19,35.1,34.3,20.1,29.3,21.0,27.9,37.9,29.7,12.6,32.0,26.6,32.2,21.2,35.1,35.6,25.7,27.3,29.1,24.8,,12.6,20.8,26.1,32.1,35.2,37.9,29.1
12-20,38.3,37.0,19.2,29.5,22.8,28.6,36.3,21.0,14.9,25.5,29.7,27.9,32.0,34.2,37.8,29.7,33.4,33.4,29.7,,14.9,20.7,28.1,33.4,37.2,38.3,29.7
12-21,29.7,41.4,21.4,17.6,26.6,31.1,34.7,23.7,22.5,27.3,35.2,28.8,33.3,17.8,38.1,34.3,37.6,33.3,29.7,,17.6,20.7,26.9,33.9,37.7,41.4,29.7
12-22,20.3,44.2,27.7,18.1,28.0,29.3,34.7,16.9,27.9,27.5,38.1,32.2,33.3,23.7,33.1,33.8,34.9,36.0,31.3,,16.9,19.9,27.8,33.6,36.4,44.2,31.3
12-23,16.2,39.7,23.0,25.2,16.7,22.6,34.0,21.9,30.7,32.9,27.7,25.2,31.6,32.9,35.2,34.5,20.8,35.8,33.8,,16.2,20.0,23.9,33.4,35.3,39.7,30.7
12-24,22.3,38.1,26.1,32.9,19.9,16.7,30.6,26.2,26.8,30.9,29.3,19.8,30.2,36.0,36.5,32.5,23.5,34.9,33.3,,16.7,19.9,26.1,32.8,36.1,38.1,30.2
12-25,31.1,39.0,32.0,16.5,27.9,19.0,30.4,28.6,18.7,26.8,23.7,18.7,20.5,39.0,31.3,26.4,30.7,32.4,37.4,,16.5,18.7,24.8,31.2,37.7,39.0,28.6
12-26,34.9,34.2,37.8,18.9,14.5,15.4,30.2,32.4,21.0,29.8,18.5,12.7,13.1,36.0,25.3,24.8,33.8,26.8,37.8,,12.7,14.3,19.7,33.2,36.3,37.8,26.8
12-27,31.6,28.0,33.4,11.5,13.1,18.0,25.3,31.8,19.6,33.8,17.2,14.4,23.5,40.3,18.0,23.4,27.3,26.4,37.0,,11.5,14.1,18.6,30.2,34.4,40.3,25.3
