date,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
03-15,43.1,27.7,41.6,23.4,44.1,24.6,19.6,30.7,29.1,32.4,30.0,,19.6,23.4,27.7,32.4,43.1,44.1,30.0
03-16,37.4,37.0,42.1,27.0,42.6,25.3,25.9,32.1,27.0,31.6,19.7,,19.7,25.3,27.0,37.0,42.1,42.6,31.6
03-17,29.7,29.7,42.6,33.1,43.4,25.4,29.4,32.5,29.5,26.6,15.3,,15.3,25.4,29.4,32.5,42.6,43.4,29.7
03-18,28.1,16.6,38.8,31.0,46.1,17.5,31.5,28.2,31.8,27.3,15.4,,15.4,16.6,27.3,31.5,38.8,46.1,28.2
03-19,30.2,24.3,34.2,34.1,45.4,20.8,29.4,26.9,37.5,30.9,23.4,,20.8,23.4,26.9,34.1,37.5,45.4,30.2
03-20,34.3,33.0,36.3,38.9,43.8,28.7,28.3,24.1,32.2,29.8,25.3,,24.1,25.3,28.7,34.3,38.9,43.8,32.2
03-21,25.6,33.8,39.9,42.1,43.2,34.5,28.3,25.3,19.4,24.7,25.3,,19.4,24.7,25.3,34.5,42.1,43.2,28.3
03-22,17.2,27.4,39.3,27.2,39.0,37.8,26.5,29.8,21.0,23.2,23.9,,17.2,21.0,23.9,29.8,39.0,39.3,27.2
03-23,10.5,30.0,34.9,21.6,28.8,32.2,31.6,28.8,21.7,30.8,21.7,,10.5,21.6,21.7,30.8,32.2,34.9,28.8
03-24,16.2,34.2,33.6,29.7,33.8,32.8,30.0,32.7,22.7,37.7,16.3,,16.2,16.3,29.7,33.6,34.2,37.7,32.7
03-25,24.5,37.2,29.0,26.0,33.0,27.5,31.6,32.2,23.5,42.0,10.2,,10.2,23.5,26.0,32.2,37.2,42.0,29.0
03-26,33.0,29.9,38.0,22.5,31.2,18.0,36.5,23.2,24.0,45.6,8.3,,8.3,18.0,23.2,33.0,38.0,45.6,29.9
