date,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
01-12,4.7,16.1,22.6,34.7,22.6,10.5,-6.7,14.2,24.7,18.7,15.9,20.1,8.9,8.1,26.0,27.6,19.4,,-6.7,6.8,13.5,22.6,26.6,34.7,18.7
01-13,-1.8,14.4,23.3,25.5,28.8,23.4,-15.2,21.0,18.6,23.9,19.6,22.0,9.0,15.6,28.5,32.0,31.7,,-15.2,4.6,18.0,24.2,29.9,32.0,22.0
01-14,-8.9,18.0,23.5,20.2,25.4,33.1,-10.4,20.7,15.4,15.8,14.5,21.8,12.6,16.2,17.1,19.2,27.9,,-10.4,4.0,15.7,20.9,26.4,33.1,18.0
01-15,1.1,10.7,21.9,23.9,26.1,31.8,12.8,22.0,22.9,15.9,14.8,18.1,25.8,16.1,27.6,23.9,21.7,,1.1,11.9,16.1,23.9,26.7,31.8,21.9
01-16,11.9,-6.1,25.2,31.6,30.9,7.9,16.2,18.2,30.6,19.6,10.2,19.8,22.4,27.5,25.0,28.6,16.6,,-6.1,9.2,16.5,25.6,30.7,31.6,19.8
01-17,10.8,6.7,24.3,28.8,27.5,6.7,17.0,21.0,24.0,22.0,18.6,25.1,27.6,13.2,29.0,27.2,15.0,,6.7,9.1,16.6,25.5,28.1,29.0,22.0
01-18,10.9,7.9,26.4,26.5,23.4,23.4,18.4,21.4,33.6,26.1,24.9,34.8,14.8,14.4,14.2,24.3,9.6,,7.9,10.4,14.7,25.1,29.4,34.8,23.4
01-19,17.8,18.0,29.6,21.8,16.4,32.6,20.8,25.6,27.4,18.9,23.8,32.1,22.9,16.7,12.3,15.0,11.0,,11.0,13.9,17.6,24.1,30.6,32.6,20.8
01-20,13.7,20.8,31.4,20.7,14.4,27.6,19.1,21.0,14.1,15.8,15.7,14.3,29.5,26.3,20.5,18.8,7.8,,7.8,14.0,15.4,20.8,28.3,31.4,19.1
01-21,4.6,11.3,33.4,22.6,24.6,27.6,22.5,22.0,0.8,16.3,16.2,4.4,18.9,26.4,24.6,17.0,12.1,,0.8,4.5,15.4,23.0,26.9,33.4,18.9
01-22,13.5,7.8,37.1,19.0,17.1,14.3,29.3,19.0,13.3,27.4,15.3,10.5,7.8,22.8,24.6,12.5,10.3,,7.8,9.3,13.1,19.8,28.2,37.1,15.3
01-23,23.5,9.4,28.8,13.9,16.7,19.2,33.9,13.7,18.3,28.6,18.8,14.5,17.8,22.0,17.9,21.2,12.7,,9.4,13.3,16.3,21.4,28.7,33.9,18.3
01-24,25.4,16.5,29.2,10.8,15.6,13.6,30.9,20.0,24.0,18.1,9.6,27.0,17.0,22.8,10.6,21.9,11.6,,9.6,10.7,15.2,23.0,27.9,30.9,18.1
01-25,27.0,14.5,23.6,15.0,21.5,27.3,25.4,25.5,30.1,9.9,4.7,23.1,17.8,25.2,6.4,8.8,8.1,,4.7,7.4,13.6,25.3,27.2,30.1,21.5
01-26,23.4,25.2,9.0,21.4,19.4,25.6,26.7,24.4,35.7,13.2,0.8,9.6,21.3,29.9,7.1,13.7,14.5,,0.8,8.3,13.6,24.5,28.0,35.7,21.3
01-27,14.0,26.8,7.2,20.0,27.1,9.6,22.5,20.6,34.7,21.0,4.9,18.3,25.5,19.0,18.3,7.2,20.4,,4.9,7.2,17.4,21.3,26.9,34.7,20.0
01-28,17.2,12.0,14.1,15.9,30.4,15.8,6.7,13.4,26.4,28.8,17.9,24.7,14.8,19.9,25.8,16.6,12.5,,6.7,12.3,14.6,20.9,27.3,30.4,16.6
01-29,18.9,9.3,16.1,18.8,28.3,28.0,7.0,29.1,23.5,30.5,23.2,29.7,15.9,12.7,23.5,22.2,13.5,,7.0,11.4,16.0,24.4,29.3,30.5,22.2
01-30,17.9,4.7,21.6,20.8,25.9,25.2,17.4,18.2,25.8,20.8,28.9,36.7,18.1,15.0,13.7,21.8,0.9,,0.9,10.1,17.8,22.5,27.1,36.7,20.8
01-31,8.2,15.7,23.3,17.6,14.1,17.2,21.0,8.1,22.6,9.4,31.3,30.5,21.2,23.8,21.0,22.3,5.7,,5.7,8.1,15.4,22.4,26.5,31.3,21.0
02-01,2.1,9.5,18.5,15.4,-13.9,22.0,19.8,5.1,23.2,6.1,30.1,28.0,23.2,32.2,29.8,-1.6,16.1,,-13.9,0.6,8.8,23.2,29.9,32.2,18.5
02-02,7.0,7.8,23.7,20.8,-8.7,18.9,18.6,2.6,29.1,1.3,25.5,30.1,31.7,37.6,33.3,-5.3,17.4,,-8.7,-1.3,7.6,26.2,32.3,37.6,18.9
02-03,21.5,17.3,24.5,20.8,16.9,12.2,21.3,6.6,31.6,3.7,26.9,30.2,25.5,3.8,20.2,4.2,26.1,,3.7,4.1,15.9,24.7,28.2,31.6,20.8
02-04,25.2,8.6,28.4,18.6,25.7,9.6,21.0,2.9,29.2,14.1,26.4,31.0,23.6,-6.7,12.3,16.6,25.3,,-6.7,6.3,13.7,25.4,28.7,31.0,21.0
02-05,33.2,6.1,32.4,23.7,19.7,9.6,31.8,5.1,36.2,14.4,30.1,26.2,17.8,9.2,17.1,20.3,24.4,,5.1,8.0,16.6,27.0,32.7,36.2,20.3
02-06,37.7,12.0,25.2,23.7,13.1,7.8,18.8,14.7,39.8,23.4,29.3,17.7,6.9,22.7,20.4,15.6,15.3,,6.9,10.3,15.2,23.5,32.6,39.8,18.8
02-07,33.4,18.9,22.0,15.1,20.8,11.5,19.5,19.0,36.8,24.1,30.8,25.0,-0.2,25.2,24.2,22.9,17.3,,-0.2,13.6,19.0,24.4,31.9,36.8,22.0
02-08,30.4,14.7,24.1,8.0,1.8,23.6,20.0,26.4,33.1,25.1,32.1,29.7,13.5,20.5,25.7,27.0,15.7,,1.8,11.3,19.1,26.5,31.1,33.1,24.1
02-09,30.1,23.1,19.3,8.2,2.2,21.6,11.8,26.4,31.8,27.6,41.1,30.4,14.2,6.3,24.4,25.9,7.4,,2.2,7.0,13.7,26.6,31.0,41.1,23.1
02-10,32.2,26.0,12.9,15.7,13.4,23.7,4.3,19.0,22.2,30.6,35.9,13.3,14.7,5.9,24.0,30.4,25.5,,4.3,10.1,14.4,25.6,31.2,35.9,22.2
