date,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
12-10,16.5,16.2,33.1,35.8,35.1,31.8,30.7,20.5,27.0,6.2,25.3,,6.2,16.2,20.5,31.8,35.1,35.8,27.0
12-11,21.9,18.7,33.0,21.0,26.4,36.7,26.3,25.9,16.9,17.5,24.6,,16.9,17.5,21.0,26.3,33.0,36.7,24.6
12-12,26.7,26.4,31.6,16.0,25.7,36.0,20.5,29.2,12.9,28.3,14.3,,12.9,14.3,20.5,28.3,31.6,36.0,26.4
12-13,25.0,19.8,24.0,26.2,27.3,32.6,17.3,27.1,18.0,27.9,12.8,,12.8,17.3,19.8,27.1,27.9,32.6,25.0
12-14,25.1,19.1,15.4,15.5,34.7,24.1,29.7,20.1,16.5,27.8,12.3,,12.3,15.4,16.5,25.1,29.7,34.7,20.1
12-15,18.9,28.8,17.4,11.8,37.3,34.0,32.5,9.9,13.5,12.0,11.0,,9.9,11.0,12.0,28.8,34.0,37.3,17.4
12-16,17.1,30.4,23.4,11.2,26.7,26.0,32.1,7.6,20.3,19.8,7.7,,7.6,7.7,17.1,26.0,30.4,32.1,20.3
12-17,25.1,34.3,21.3,16.1,2.2,17.8,29.9,16.3,24.9,12.5,15.6,,2.2,12.5,16.1,24.9,29.9,34.3,17.8
12-18,18.6,35.4,20.1,27.9,4.6,26.5,27.3,21.3,17.5,19.6,18.8,,4.6,17.5,18.8,26.5,27.9,35.4,20.1
12-19,3.9,26.5,22.8,27.6,24.1,31.1,26.1,19.0,19.6,28.2,18.5,,3.9,18.5,19.6,26.5,28.2,31.1,24.1
12-20,18.6,14.8,26.2,21.4,32.2,29.1,32.2,26.5,27.7,30.1,25.0,,14.8,18.6,25.0,29.1,32.2,32.2,26.5
12-21,27.9,16.2,30.2,23.8,27.3,10.1,31.2,35.2,32.7,30.2,22.8,,10.1,16.2,23.8,30.2,32.7,35.2,27.9
